column_000,column_001,column_002,column_003,column_004,column_005,column_006,column_007,column_008,column_009,column_010,column_011,column_012,column_013,column_014,column_015,column_016,column_017,column_018,column_019
13000024700,value-1300-1,value-1300-2,value-1300-3,value-1300-4,13000024705,value-1300-6,value-1300-7,value-1300-8,value-1300-9,13000024710,value-1300-11,value-1300-12,value-1300-13,value-1300-14,13000024715,value-1300-16,value-1300-17,value-1300-18,value-1300-19
13010024719,value-1301-1,value-1301-2,value-1301-3,value-1301-4,13010024724,value-1301-6,value-1301-7,value-1301-8,value-1301-9,13010024729,value-1301-11,value-1301-12,value-1301-13,value-1301-14,13010024734,value-1301-16,value-1301-17,value-1301-18,value-1301-19
13020024738,value-1302-1,value-1302-2,value-1302-3,value-1302-4,13020024743,value-1302-6,value-1302-7,value-1302-8,value-1302-9,13020024748,value-1302-11,value-1302-12,value-1302-13,value-1302-14,13020024753,value-1302-16,value-1302-17,value-1302-18,value-1302-19
13030024757,value-1303-1,value-1303-2,value-1303-3,value-1303-4,13030024762,value-1303-6,value-1303-7,value-1303-8,value-1303-9,13030024767,value-1303-11,value-1303-12,value-1303-13,value-1303-14,13030024772,value-1303-16,value-1303-17,value-1303-18,value-1303-19
13040024776,value-1304-1,value-1304-2,value-1304-3,value-1304-4,13040024781,value-1304-6,value-1304-7,value-1304-8,value-1304-9,13040024786,value-1304-11,value-1304-12,value-1304-13,value-1304-14,13040024791,value-1304-16,value-1304-17,value-1304-18,value-1304-19
13050024795,value-1305-1,value-1305-2,value-1305-3,value-1305-4,13050024800,value-1305-6,value-1305-7,value-1305-8,value-1305-9,13050024805,value-1305-11,value-1305-12,value-1305-13,value-1305-14,13050024810,value-1305-16,value-1305-17,value-1305-18,value-1305-19
13060024814,value-1306-1,value-1306-2,value-1306-3,value-1306-4,13060024819,value-1306-6,value-1306-7,value-1306-8,value-1306-9,13060024824,value-1306-11,value-1306-12,value-1306-13,value-1306-14,13060024829,value-1306-16,value-1306-17,value-1306-18,value-1306-19
13070024833,value-1307-1,value-1307-2,value-1307-3,value-1307-4,13070024838,value-1307-6,value-1307-7,value-1307-8,value-1307-9,13070024843,value-1307-11,value-1307-12,value-1307-13,value-1307-14,13070024848,value-1307-16,value-1307-17,value-1307-18,value-1307-19
13080024852,value-1308-1,value-1308-2,value-1308-3,value-1308-4,13080024857,value-1308-6,value-1308-7,value-1308-8,value-1308-9,13080024862,value-1308-11,value-1308-12,value-1308-13,value-1308-14,13080024867,value-1308-16,value-1308-17,value-1308-18,value-1308-19
13090024871,value-1309-1,value-1309-2,value-1309-3,value-1309-4,13090024876,value-1309-6,value-1309-7,value-1309-8,value-1309-9,13090024881,value-1309-11,value-1309-12,value-1309-13,value-1309-14,13090024886,value-1309-16,value-1309-17,value-1309-18,value-1309-19
13100024890,value-1310-1,value-1310-2,value-1310-3,value-1310-4,13100024895,value-1310-6,value-1310-7,value-1310-8,value-1310-9,13100024900,value-1310-11,value-1310-12,value-1310-13,value-1310-14,13100024905,value-1310-16,value-1310-17,value-1310-18,value-1310-19
13110024909,value-1311-1,value-1311-2,value-1311-3,value-1311-4,13110024914,value-1311-6,value-1311-7,value-1311-8,value-1311-9,13110024919,value-1311-11,value-1311-12,value-1311-13,value-1311-14,13110024924,value-1311-16,value-1311-17,value-1311-18,value-1311-19
13120024928,value-1312-1,value-1312-2,value-1312-3,value-1312-4,13120024933,value-1312-6,value-1312-7,value-1312-8,value-1312-9,13120024938,value-1312-11,value-1312-12,value-1312-13,value-1312-14,13120024943,value-1312-16,value-1312-17,value-1312-18,value-1312-19
13130024947,value-1313-1,,value-1313-3,value-1313-4,13130024952,value-1313-6,value-1313-7,value-1313-8,value-1313-9,13130024957,value-1313-11,value-1313-12,value-1313-13,value-1313-14,13130024962,value-1313-16,value-1313-17,value-1313-18,value-1313-19
13140024966,value-1314-1,value-1314-2,value-1314-3,value-1314-4,13140024971,value-1314-6,value-1314-7,value-1314-8,value-1314-9,13140024976,value-1314-11,value-1314-12,value-1314-13,value-1314-14,13140024981,value-1314-16,value-1314-17,value-1314-18,value-1314-19
13150024985,value-1315-1,value-1315-2,value-1315-3,value-1315-4,13150024990,value-1315-6,value-1315-7,value-1315-8,value-1315-9,13150024995,value-1315-11,value-1315-12,value-1315-13,value-1315-14,13150025000,value-1315-16,value-1315-17,value-1315-18,value-1315-19
13160025004,value-1316-1,value-1316-2,value-1316-3,value-1316-4,13160025009,value-1316-6,value-1316-7,value-1316-8,value-1316-9,13160025014,value-1316-11,value-1316-12,value-1316-13,value-1316-14,13160025019,value-1316-16,value-1316-17,value-1316-18,value-1316-19
13170025023,value-1317-1,value-1317-2,value-1317-3,value-1317-4,13170025028,value-1317-6,value-1317-7,value-1317-8,value-1317-9,13170025033,value-1317-11,value-1317-12,value-1317-13,value-1317-14,13170025038,value-1317-16,value-1317-17,value-1317-18,value-1317-19
13180025042,value-1318-1,value-1318-2,value-1318-3,value-1318-4,13180025047,value-1318-6,value-1318-7,value-1318-8,value-1318-9,13180025052,value-1318-11,value-1318-12,value-1318-13,value-1318-14,13180025057,value-1318-16,value-1318-17,value-1318-18,value-1318-19
13190025061,value-1319-1,value-1319-2,value-1319-3,value-1319-4,13190025066,value-1319-6,value-1319-7,value-1319-8,value-1319-9,13190025071,value-1319-11,value-1319-12,value-1319-13,value-1319-14,13190025076,value-1319-16,value-1319-17,value-1319-18,value-1319-19
13200025080,value-1320-1,value-1320-2,value-1320-3,value-1320-4,13200025085,value-1320-6,value-1320-7,value-1320-8,value-1320-9,13200025090,value-1320-11,value-1320-12,value-1320-13,value-1320-14,13200025095,value-1320-16,value-1320-17,value-1320-18,value-1320-19
13210025099,value-1321-1,value-1321-2,value-1321-3,value-1321-4,13210025104,value-1321-6,value-1321-7,value-1321-8,value-1321-9,13210025109,value-1321-11,value-1321-12,value-1321-13,value-1321-14,13210025114,value-1321-16,value-1321-17,value-1321-18,value-1321-19
13220025118,value-1322-1,value-1322-2,value-1322-3,value-1322-4,13220025123,value-1322-6,value-1322-7,value-1322-8,value-1322-9,13220025128,value-1322-11,value-1322-12,value-1322-13,value-1322-14,13220025133,value-1322-16,value-1322-17,value-1322-18,value-1322-19
13230025137,value-1323-1,value-1323-2,value-1323-3,value-1323-4,13230025142,value-1323-6,value-1323-7,value-1323-8,value-1323-9,13230025147,value-1323-11,value-1323-12,value-1323-13,value-1323-14,13230025152,value-1323-16,value-1323-17,value-1323-18,value-1323-19
13240025156,value-1324-1,value-1324-2,value-1324-3,value-1324-4,13240025161,value-1324-6,value-1324-7,value-1324-8,value-1324-9,13240025166,value-1324-11,value-1324-12,value-1324-13,value-1324-14,13240025171,value-1324-16,value-1324-17,value-1324-18,value-1324-19
13250025175,value-1325-1,value-1325-2,value-1325-3,value-1325-4,13250025180,value-1325-6,value-1325-7,value-1325-8,value-1325-9,13250025185,value-1325-11,value-1325-12,value-1325-13,value-1325-14,13250025190,value-1325-16,value-1325-17,value-1325-18,value-1325-19
13260025194,value-1326-1,value-1326-2,value-1326-3,value-1326-4,13260025199,value-1326-6,value-1326-7,value-1326-8,value-1326-9,13260025204,value-1326-11,value-1326-12,value-1326-13,value-1326-14,13260025209,value-1326-16,value-1326-17,value-1326-18,value-1326-19
13270025213,value-1327-1,value-1327-2,value-1327-3,value-1327-4,13270025218,value-1327-6,value-1327-7,value-1327-8,value-1327-9,13270025223,value-1327-11,value-1327-12,value-1327-13,value-1327-14,13270025228,value-1327-16,value-1327-17,value-1327-18,value-1327-19
13280025232,value-1328-1,value-1328-2,value-1328-3,value-1328-4,13280025237,value-1328-6,value-1328-7,value-1328-8,value-1328-9,13280025242,value-1328-11,value-1328-12,value-1328-13,value-1328-14,13280025247,value-1328-16,value-1328-17,value-1328-18,value-1328-19
13290025251,value-1329-1,value-1329-2,value-1329-3,value-1329-4,13290025256,value-1329-6,value-1329-7,value-1329-8,value-1329-9,13290025261,value-1329-11,value-1329-12,value-1329-13,value-1329-14,13290025266,value-1329-16,value-1329-17,value-1329-18,value-1329-19
13300025270,value-1330-1,value-1330-2,value-1330-3,value-1330-4,13300025275,value-1330-6,value-1330-7,value-1330-8,value-1330-9,13300025280,value-1330-11,value-1330-12,value-1330-13,value-1330-14,13300025285,value-1330-16,value-1330-17,value-1330-18,value-1330-19
13310025289,value-1331-1,value-1331-2,value-1331-3,value-1331-4,13310025294,value-1331-6,value-1331-7,value-1331-8,value-1331-9,13310025299,value-1331-11,value-1331-12,value-1331-13,value-1331-14,13310025304,value-1331-16,value-1331-17,value-1331-18,value-1331-19
13320025308,value-1332-1,value-1332-2,value-1332-3,value-1332-4,13320025313,value-1332-6,value-1332-7,value-1332-8,value-1332-9,13320025318,value-1332-11,value-1332-12,value-1332-13,value-1332-14,13320025323,value-1332-16,value-1332-17,value-1332-18,value-1332-19
13330025327,value-1333-1,value-1333-2,value-1333-3,value-1333-4,13330025332,value-1333-6,value-1333-7,value-1333-8,value-1333-9,13330025337,value-1333-11,value-1333-12,value-1333-13,value-1333-14,13330025342,value-1333-16,value-1333-17,value-1333-18,value-1333-19
13340025346,value-1334-1,value-1334-2,value-1334-3,value-1334-4,13340025351,value-1334-6,value-1334-7,value-1334-8,value-1334-9,13340025356,value-1334-11,value-1334-12,value-1334-13,value-1334-14,13340025361,value-1334-16,value-1334-17,value-1334-18,value-1334-19
13350025365,value-1335-1,value-1335-2,value-1335-3,value-1335-4,13350025370,value-1335-6,value-1335-7,value-1335-8,value-1335-9,13350025375,value-1335-11,value-1335-12,value-1335-13,value-1335-14,13350025380,value-1335-16,value-1335-17,value-1335-18,value-1335-19
13360025384,value-1336-1,value-1336-2,value-1336-3,value-1336-4,13360025389,value-1336-6,value-1336-7,value-1336-8,value-1336-9,13360025394,value-1336-11,value-1336-12,value-1336-13,value-1336-14,13360025399,value-1336-16,value-1336-17,value-1336-18,value-1336-19
13370025403,value-1337-1,value-1337-2,value-1337-3,value-1337-4,13370025408,value-1337-6,value-1337-7,value-1337-8,value-1337-9,13370025413,value-1337-11,value-1337-12,value-1337-13,value-1337-14,13370025418,value-1337-16,value-1337-17,value-1337-18,value-1337-19
13380025422,value-1338-1,value-1338-2,value-1338-3,value-1338-4,13380025427,value-1338-6,value-1338-7,value-1338-8,value-1338-9,13380025432,value-1338-11,value-1338-12,value-1338-13,value-1338-14,13380025437,value-1338-16,value-1338-17,value-1338-18,value-1338-19
13390025441,value-1339-1,value-1339-2,value-1339-3,value-1339-4,13390025446,value-1339-6,value-1339-7,value-1339-8,value-1339-9,13390025451,value-1339-11,value-1339-12,value-1339-13,value-1339-14,13390025456,value-1339-16,value-1339-17,value-1339-18,value-1339-19
13400025460,value-1340-1,value-1340-2,value-1340-3,value-1340-4,13400025465,value-1340-6,value-1340-7,value-1340-8,value-1340-9,13400025470,value-1340-11,value-1340-12,value-1340-13,value-1340-14,13400025475,value-1340-16,value-1340-17,value-1340-18,value-1340-19
13410025479,value-1341-1,value-1341-2,value-1341-3,value-1341-4,13410025484,value-1341-6,value-1341-7,value-1341-8,value-1341-9,13410025489,value-1341-11,value-1341-12,value-1341-13,value-1341-14,13410025494,value-1341-16,value-1341-17,value-1341-18,value-1341-19
13420025498,value-1342-1,value-1342-2,value-1342-3,value-1342-4,13420025503,value-1342-6,value-1342-7,value-1342-8,value-1342-9,13420025508,value-1342-11,value-1342-12,value-1342-13,value-1342-14,13420025513,value-1342-16,value-1342-17,value-1342-18,value-1342-19
13430025517,value-1343-1,value-1343-2,value-1343-3,value-1343-4,13430025522,value-1343-6,value-1343-7,value-1343-8,value-1343-9,13430025527,value-1343-11,value-1343-12,value-1343-13,value-1343-14,13430025532,value-1343-16,value-1343-17,value-1343-18,value-1343-19
13440025536,value-1344-1,value-1344-2,value-1344-3,value-1344-4,13440025541,value-1344-6,value-1344-7,value-1344-8,value-1344-9,13440025546,value-1344-11,value-1344-12,value-1344-13,value-1344-14,13440025551,value-1344-16,value-1344-17,value-1344-18,value-1344-19
13450025555,value-1345-1,value-1345-2,value-1345-3,value-1345-4,13450025560,value-1345-6,value-1345-7,value-1345-8,value-1345-9,13450025565,value-1345-11,value-1345-12,value-1345-13,value-1345-14,13450025570,value-1345-16,value-1345-17,value-1345-18,value-1345-19
13460025574,value-1346-1,value-1346-2,value-1346-3,value-1346-4,13460025579,value-1346-6,value-1346-7,value-1346-8,value-1346-9,13460025584,value-1346-11,value-1346-12,value-1346-13,value-1346-14,13460025589,value-1346-16,value-1346-17,value-1346-18,value-1346-19
13470025593,value-1347-1,value-1347-2,value-1347-3,value-1347-4,13470025598,value-1347-6,value-1347-7,value-1347-8,value-1347-9,13470025603,value-1347-11,value-1347-12,value-1347-13,value-1347-14,13470025608,value-1347-16,value-1347-17,value-1347-18,value-1347-19
13480025612,value-1348-1,value-1348-2,value-1348-3,value-1348-4,13480025617,value-1348-6,value-1348-7,value-1348-8,value-1348-9,13480025622,value-1348-11,value-1348-12,value-1348-13,value-1348-14,13480025627,value-1348-16,value-1348-17,value-1348-18,value-1348-19
13490025631,value-1349-1,value-1349-2,value-1349-3,value-1349-4,13490025636,value-1349-6,value-1349-7,value-1349-8,value-1349-9,13490025641,value-1349-11,value-1349-12,value-1349-13,value-1349-14,13490025646,value-1349-16,value-1349-17,value-1349-18,value-1349-19
13500025650,value-1350-1,value-1350-2,value-1350-3,value-1350-4,13500025655,value-1350-6,value-1350-7,value-1350-8,value-1350-9,13500025660,value-1350-11,value-1350-12,value-1350-13,value-1350-14,13500025665,value-1350-16,value-1350-17,value-1350-18,value-1350-19
13510025669,value-1351-1,value-1351-2,value-1351-3,value-1351-4,13510025674,value-1351-6,value-1351-7,value-1351-8,value-1351-9,13510025679,value-1351-11,value-1351-12,value-1351-13,value-1351-14,13510025684,value-1351-16,value-1351-17,value-1351-18,value-1351-19
13520025688,value-1352-1,value-1352-2,value-1352-3,value-1352-4,13520025693,value-1352-6,value-1352-7,value-1352-8,value-1352-9,13520025698,value-1352-11,value-1352-12,value-1352-13,value-1352-14,13520025703,value-1352-16,value-1352-17,value-1352-18,value-1352-19
13530025707,value-1353-1,value-1353-2,value-1353-3,value-1353-4,13530025712,value-1353-6,value-1353-7,value-1353-8,value-1353-9,13530025717,value-1353-11,value-1353-12,value-1353-13,value-1353-14,13530025722,value-1353-16,value-1353-17,value-1353-18,value-1353-19
13540025726,value-1354-1,value-1354-2,value-1354-3,value-1354-4,13540025731,value-1354-6,value-1354-7,value-1354-8,value-1354-9,13540025736,value-1354-11,value-1354-12,value-1354-13,value-1354-14,13540025741,value-1354-16,value-1354-17,value-1354-18,value-1354-19
13550025745,value-1355-1,value-1355-2,value-1355-3,value-1355-4,13550025750,value-1355-6,value-1355-7,value-1355-8,value-1355-9,13550025755,value-1355-11,value-1355-12,value-1355-13,value-1355-14,13550025760,value-1355-16,value-1355-17,value-1355-18,value-1355-19
13560025764,value-1356-1,value-1356-2,value-1356-3,value-1356-4,13560025769,value-1356-6,value-1356-7,value-1356-8,value-1356-9,13560025774,value-1356-11,value-1356-12,value-1356-13,value-1356-14,13560025779,value-1356-16,value-1356-17,value-1356-18,value-1356-19
13570025783,value-1357-1,value-1357-2,value-1357-3,value-1357-4,13570025788,value-1357-6,value-1357-7,value-1357-8,value-1357-9,13570025793,value-1357-11,value-1357-12,value-1357-13,value-1357-14,13570025798,value-1357-16,value-1357-17,value-1357-18,value-1357-19
13580025802,value-1358-1,value-1358-2,value-1358-3,value-1358-4,13580025807,value-1358-6,value-1358-7,value-1358-8,value-1358-9,13580025812,value-1358-11,value-1358-12,value-1358-13,value-1358-14,13580025817,value-1358-16,value-1358-17,value-1358-18,value-1358-19
13590025821,value-1359-1,value-1359-2,value-1359-3,value-1359-4,13590025826,value-1359-6,value-1359-7,value-1359-8,value-1359-9,13590025831,value-1359-11,value-1359-12,value-1359-13,value-1359-14,13590025836,value-1359-16,value-1359-17,value-1359-18,value-1359-19
13600025840,value-1360-1,value-1360-2,value-1360-3,value-1360-4,13600025845,value-1360-6,value-1360-7,value-1360-8,value-1360-9,13600025850,value-1360-11,value-1360-12,value-1360-13,value-1360-14,13600025855,value-1360-16,value-1360-17,value-1360-18,value-1360-19
13610025859,value-1361-1,value-1361-2,value-1361-3,value-1361-4,13610025864,value-1361-6,value-1361-7,value-1361-8,value-1361-9,13610025869,value-1361-11,value-1361-12,value-1361-13,value-1361-14,13610025874,value-1361-16,value-1361-17,value-1361-18,value-1361-19
13620025878,value-1362-1,value-1362-2,value-1362-3,value-1362-4,13620025883,value-1362-6,value-1362-7,value-1362-8,value-1362-9,13620025888,value-1362-11,value-1362-12,value-1362-13,value-1362-14,13620025893,value-1362-16,value-1362-17,value-1362-18,value-1362-19
13630025897,value-1363-1,value-1363-2,value-1363-3,value-1363-4,13630025902,value-1363-6,value-1363-7,value-1363-8,value-1363-9,13630025907,value-1363-11,value-1363-12,value-1363-13,value-1363-14,13630025912,value-1363-16,value-1363-17,value-1363-18,value-1363-19
13640025916,value-1364-1,value-1364-2,value-1364-3,value-1364-4,13640025921,value-1364-6,value-1364-7,value-1364-8,value-1364-9,13640025926,value-1364-11,value-1364-12,value-1364-13,value-1364-14,13640025931,value-1364-16,value-1364-17,value-1364-18,value-1364-19
13650025935,value-1365-1,value-1365-2,value-1365-3,value-1365-4,13650025940,value-1365-6,value-1365-7,value-1365-8,value-1365-9,13650025945,value-1365-11,value-1365-12,value-1365-13,value-1365-14,13650025950,value-1365-16,value-1365-17,value-1365-18,value-1365-19
13660025954,value-1366-1,value-1366-2,value-1366-3,value-1366-4,13660025959,value-1366-6,value-1366-7,value-1366-8,value-1366-9,13660025964,value-1366-11,value-1366-12,value-1366-13,value-1366-14,13660025969,value-1366-16,value-1366-17,value-1366-18,value-1366-19
13670025973,value-1367-1,value-1367-2,value-1367-3,value-1367-4,13670025978,value-1367-6,value-1367-7,value-1367-8,value-1367-9,13670025983,value-1367-11,value-1367-12,value-1367-13,value-1367-14,13670025988,value-1367-16,value-1367-17,value-1367-18,value-1367-19
13680025992,value-1368-1,value-1368-2,value-1368-3,value-1368-4,13680025997,value-1368-6,value-1368-7,value-1368-8,value-1368-9,13680026002,value-1368-11,value-1368-12,value-1368-13,value-1368-14,13680026007,value-1368-16,value-1368-17,value-1368-18,value-1368-19
13690026011,value-1369-1,value-1369-2,value-1369-3,value-1369-4,13690026016,value-1369-6,value-1369-7,value-1369-8,value-1369-9,13690026021,value-1369-11,value-1369-12,value-1369-13,value-1369-14,13690026026,value-1369-16,value-1369-17,value-1369-18,value-1369-19
13700026030,value-1370-1,value-1370-2,value-1370-3,value-1370-4,13700026035,value-1370-6,value-1370-7,value-1370-8,value-1370-9,13700026040,value-1370-11,value-1370-12,value-1370-13,value-1370-14,13700026045,value-1370-16,value-1370-17,value-1370-18,value-1370-19
13710026049,value-1371-1,value-1371-2,value-1371-3,value-1371-4,13710026054,value-1371-6,value-1371-7,value-1371-8,value-1371-9,13710026059,value-1371-11,value-1371-12,value-1371-13,value-1371-14,13710026064,value-1371-16,value-1371-17,value-1371-18,value-1371-19
13720026068,value-1372-1,value-1372-2,value-1372-3,value-1372-4,13720026073,value-1372-6,value-1372-7,value-1372-8,value-1372-9,13720026078,value-1372-11,value-1372-12,value-1372-13,value-1372-14,13720026083,value-1372-16,value-1372-17,value-1372-18,value-1372-19
13730026087,value-1373-1,value-1373-2,value-1373-3,value-1373-4,13730026092,value-1373-6,value-1373-7,value-1373-8,value-1373-9,13730026097,value-1373-11,value-1373-12,value-1373-13,value-1373-14,13730026102,value-1373-16,value-1373-17,value-1373-18,value-1373-19
13740026106,value-1374-1,value-1374-2,value-1374-3,value-1374-4,13740026111,value-1374-6,value-1374-7,value-1374-8,value-1374-9,13740026116,value-1374-11,value-1374-12,value-1374-13,value-1374-14,13740026121,value-1374-16,value-1374-17,value-1374-18,value-1374-19
13750026125,value-1375-1,value-1375-2,value-1375-3,value-1375-4,13750026130,value-1375-6,value-1375-7,value-1375-8,value-1375-9,13750026135,value-1375-11,value-1375-12,value-1375-13,value-1375-14,13750026140,value-1375-16,value-1375-17,value-1375-18,value-1375-19
13760026144,value-1376-1,value-1376-2,value-1376-3,value-1376-4,13760026149,value-1376-6,value-1376-7,value-1376-8,value-1376-9,13760026154,value-1376-11,value-1376-12,value-1376-13,value-1376-14,13760026159,value-1376-16,value-1376-17,value-1376-18,value-1376-19
13770026163,value-1377-1,value-1377-2,value-1377-3,value-1377-4,13770026168,value-1377-6,value-1377-7,value-1377-8,value-1377-9,13770026173,value-1377-11,value-1377-12,value-1377-13,value-1377-14,13770026178,value-1377-16,value-1377-17,value-1377-18,value-1377-19
13780026182,value-1378-1,value-1378-2,value-1378-3,value-1378-4,13780026187,value-1378-6,value-1378-7,value-1378-8,value-1378-9,13780026192,value-1378-11,value-1378-12,value-1378-13,value-1378-14,13780026197,value-1378-16,value-1378-17,value-1378-18,value-1378-19
13790026201,value-1379-1,value-1379-2,value-1379-3,value-1379-4,13790026206,value-1379-6,value-1379-7,value-1379-8,value-1379-9,13790026211,value-1379-11,value-1379-12,value-1379-13,value-1379-14,13790026216,value-1379-16,value-1379-17,value-1379-18,value-1379-19
13800026220,value-1380-1,value-1380-2,value-1380-3,value-1380-4,13800026225,value-1380-6,value-1380-7,value-1380-8,value-1380-9,13800026230,value-1380-11,value-1380-12,value-1380-13,value-1380-14,13800026235,value-1380-16,value-1380-17,value-1380-18,value-1380-19
13810026239,value-1381-1,value-1381-2,value-1381-3,value-1381-4,13810026244,value-1381-6,value-1381-7,value-1381-8,value-1381-9,13810026249,value-1381-11,value-1381-12,value-1381-13,value-1381-14,13810026254,value-1381-16,value-1381-17,value-1381-18,value-1381-19
13820026258,value-1382-1,value-1382-2,value-1382-3,value-1382-4,13820026263,value-1382-6,value-1382-7,value-1382-8,value-1382-9,13820026268,value-1382-11,value-1382-12,value-1382-13,value-1382-14,13820026273,value-1382-16,value-1382-17,value-1382-18,value-1382-19
13830026277,value-1383-1,value-1383-2,value-1383-3,value-1383-4,13830026282,value-1383-6,value-1383-7,value-1383-8,value-1383-9,13830026287,value-1383-11,value-1383-12,value-1383-13,value-1383-14,13830026292,value-1383-16,value-1383-17,value-1383-18,value-1383-19
13840026296,value-1384-1,value-1384-2,value-1384-3,value-1384-4,13840026301,value-1384-6,value-1384-7,value-1384-8,value-1384-9,13840026306,value-1384-11,value-1384-12,value-1384-13,value-1384-14,13840026311,value-1384-16,value-1384-17,value-1384-18,value-1384-19
13850026315,value-1385-1,value-1385-2,value-1385-3,value-1385-4,13850026320,value-1385-6,value-1385-7,value-1385-8,value-1385-9,13850026325,value-1385-11,value-1385-12,value-1385-13,value-1385-14,13850026330,value-1385-16,value-1385-17,value-1385-18,value-1385-19
13860026334,value-1386-1,value-1386-2,value-1386-3,value-1386-4,13860026339,value-1386-6,value-1386-7,value-1386-8,value-1386-9,13860026344,value-1386-11,value-1386-12,value-1386-13,value-1386-14,13860026349,value-1386-16,value-1386-17,value-1386-18,value-1386-19
13870026353,value-1387-1,value-1387-2,value-1387-3,value-1387-4,13870026358,value-1387-6,value-1387-7,value-1387-8,value-1387-9,13870026363,value-1387-11,value-1387-12,value-1387-13,value-1387-14,13870026368,value-1387-16,value-1387-17,value-1387-18,value-1387-19
13880026372,value-1388-1,value-1388-2,value-1388-3,value-1388-4,13880026377,value-1388-6,value-1388-7,value-1388-8,value-1388-9,13880026382,value-1388-11,value-1388-12,value-1388-13,value-1388-14,13880026387,value-1388-16,value-1388-17,value-1388-18,value-1388-19
13890026391,value-1389-1,value-1389-2,value-1389-3,value-1389-4,13890026396,value-1389-6,value-1389-7,value-1389-8,value-1389-9,13890026401,value-1389-11,value-1389-12,value-1389-13,value-1389-14,13890026406,value-1389-16,value-1389-17,value-1389-18,value-1389-19
13900026410,value-1390-1,value-1390-2,value-1390-3,value-1390-4,13900026415,value-1390-6,value-1390-7,value-1390-8,value-1390-9,13900026420,value-1390-11,value-1390-12,value-1390-13,value-1390-14,13900026425,value-1390-16,value-1390-17,value-1390-18,value-1390-19
13910026429,value-1391-1,value-1391-2,value-1391-3,value-1391-4,13910026434,value-1391-6,value-1391-7,value-1391-8,value-1391-9,13910026439,value-1391-11,value-1391-12,value-1391-13,value-1391-14,13910026444,value-1391-16,value-1391-17,value-1391-18,value-1391-19
13920026448,value-1392-1,value-1392-2,value-1392-3,value-1392-4,13920026453,value-1392-6,value-1392-7,value-1392-8,value-1392-9,13920026458,value-1392-11,value-1392-12,value-1392-13,value-1392-14,13920026463,value-1392-16,value-1392-17,value-1392-18,value-1392-19
13930026467,value-1393-1,value-1393-2,value-1393-3,value-1393-4,13930026472,value-1393-6,value-1393-7,value-1393-8,value-1393-9,13930026477,value-1393-11,value-1393-12,value-1393-13,value-1393-14,13930026482,value-1393-16,value-1393-17,value-1393-18,value-1393-19
13940026486,value-1394-1,value-1394-2,value-1394-3,value-1394-4,13940026491,value-1394-6,value-1394-7,value-1394-8,value-1394-9,13940026496,value-1394-11,value-1394-12,value-1394-13,value-1394-14,13940026501,value-1394-16,value-1394-17,value-1394-18,value-1394-19
13950026505,value-1395-1,value-1395-2,value-1395-3,value-1395-4,13950026510,value-1395-6,value-1395-7,value-1395-8,value-1395-9,13950026515,value-1395-11,value-1395-12,value-1395-13,value-1395-14,13950026520,value-1395-16,value-1395-17,value-1395-18,value-1395-19
13960026524,value-1396-1,value-1396-2,value-1396-3,value-1396-4,13960026529,value-1396-6,value-1396-7,value-1396-8,value-1396-9,13960026534,value-1396-11,value-1396-12,value-1396-13,value-1396-14,13960026539,value-1396-16,value-1396-17,value-1396-18,value-1396-19
13970026543,value-1397-1,value-1397-2,value-1397-3,value-1397-4,13970026548,value-1397-6,value-1397-7,value-1397-8,value-1397-9,13970026553,value-1397-11,value-1397-12,value-1397-13,value-1397-14,13970026558,value-1397-16,value-1397-17,value-1397-18,value-1397-19
13980026562,value-1398-1,value-1398-2,value-1398-3,value-1398-4,13980026567,value-1398-6,value-1398-7,value-1398-8,value-1398-9,13980026572,value-1398-11,value-1398-12,value-1398-13,value-1398-14,13980026577,value-1398-16,value-1398-17,value-1398-18,value-1398-19
13990026581,value-1399-1,value-1399-2,value-1399-3,value-1399-4,13990026586,value-1399-6,value-1399-7,value-1399-8,value-1399-9,13990026591,value-1399-11,value-1399-12,value-1399-13,value-1399-14,13990026596,value-1399-16,value-1399-17,value-1399-18,value-1399-19
14000026600,value-1400-1,value-1400-2,value-1400-3,value-1400-4,14000026605,value-1400-6,value-1400-7,value-1400-8,value-1400-9,14000026610,value-1400-11,value-1400-12,value-1400-13,value-1400-14,14000026615,value-1400-16,value-1400-17,value-1400-18,value-1400-19
14010026619,value-1401-1,value-1401-2,value-1401-3,value-1401-4,14010026624,value-1401-6,value-1401-7,value-1401-8,value-1401-9,14010026629,value-1401-11,value-1401-12,value-1401-13,value-1401-14,14010026634,value-1401-16,value-1401-17,value-1401-18,value-1401-19
14020026638,value-1402-1,value-1402-2,value-1402-3,value-1402-4,14020026643,value-1402-6,value-1402-7,value-1402-8,value-1402-9,14020026648,value-1402-11,value-1402-12,value-1402-13,value-1402-14,14020026653,value-1402-16,value-1402-17,value-1402-18,value-1402-19
14030026657,value-1403-1,value-1403-2,value-1403-3,value-1403-4,14030026662,value-1403-6,value-1403-7,value-1403-8,value-1403-9,14030026667,value-1403-11,value-1403-12,value-1403-13,value-1403-14,14030026672,value-1403-16,value-1403-17,value-1403-18,value-1403-19
14040026676,value-1404-1,value-1404-2,value-1404-3,value-1404-4,14040026681,value-1404-6,value-1404-7,value-1404-8,value-1404-9,14040026686,value-1404-11,value-1404-12,value-1404-13,value-1404-14,14040026691,value-1404-16,value-1404-17,value-1404-18,value-1404-19
